"Client";"BLUEBOOK";"RETAINED";"NPOLICY";"CLM_AMT";"AGE";"YOJ";"GENDER";"MARRIED";"MAX_EDUC"
"7644";10910;17;4;0;36;0;"F";"No";"<High School"
"7645";5000;5;2;0;35;16;"F";"Yes";"High School"
"7646";6200;6;1;108,741498627233;47;0;"M";"No";"High School"
"7647";33570;3;1;0;35;10;"F";"No";"Masters"
"7648";26190;6;2;0;46;13;"M";"Yes";"Bachelors"
"7649";12340;1;2;0;47;14;"M";"Yes";"Bachelors"
"7650";17930;6;1;3694;44;13;"F";"No";"High School"
"7651";5480;4;3;0;36;0;"F";"No";"High School"
"7652";24980;1;1;4398;41;6;"F";"No";"Bachelors"
"7653";1500;1;1;0;51;0;"F";"No";"Bachelors"
"7654";10280;1;1;0;44;7;"F";"Yes";"High School"
"7655";13800;4;1;0;43;15;"M";"Yes";"Masters"
"7656";20090;4;3;1065;54;13;"F";"Yes";"PhD"
"7657";8970;4;3;0;55;13;"F";"Yes";"Masters"
"7658";22430;11;3;0;55;13;"F";"Yes";"Masters"
"7659";14090;6;3;0;44;14;"F";"Yes";"Masters"
"7660";9490;6;1;0;54;13;"M";"Yes";"<High School"
"7661";21770;7;4;0;53;13;"F";"No";"High School"
"7662";19780;12;4;0;53;13;"F";"No";"High School"
"7663";9480;10;1;1808;37;15;"F";"Yes";"High School"
"7664";12890;4;2;0;50;15;"M";"Yes";"Masters"
"7665";12320;6;2;0;51;15;"M";"Yes";"PhD"
"7666";6900;7;1;0;54;15;"M";"Yes";"<High School"
"7667";14330;11;1;4448;31;12;"F";"Yes";"High School"
"7668";18170;8;1;0;57;15;"F";"Yes";"Bachelors"
"7669";12270;10;1;7106;36;0;"F";"No";"<High School"
"7670";12550;1;1;0;39;11;"F";"Yes";"High School"
"7671";30510;10;1;0;40;NA;"M";"No";"High School"
"7672";12010;1;2;0;47;9;"F";"No";"Masters"
"7673";12840;6;2;0;42;10;"M";"Yes";"<High School"
"7674";27610;6;2;0;45;12;"M";"No";"High School"
"7675";20670;3;1;0;43;12;"F";"No";"High School"
"7676";11660;10;1;0;40;15;"F";"No";"Bachelors"
"7677";16060;5;1;0;28;9;"F";"Yes";"Masters"
"7678";13630;12;1;0;34;15;"F";"Yes";"<High School"
"7679";35190;1;1;0;50;11;"M";"Yes";"PhD"
"7680";17620;1;1;0;52;0;"F";"No";"High School"
"7681";32020;1;2;0;47;10;"F";"No";"Masters"
"7682";35850;1;2;0;48;10;"F";"No";"Masters"
"7683";8270;1;1;0;46;11;"F";"Yes";"Bachelors"
"7684";19410;3;2;0;43;9;"F";"No";"Bachelors"
"7685";16640;9;2;0;43;9;"F";"No";"Bachelors"
"7686";15710;1;3;2255;43;NA;"F";"Yes";"High School"
"7687";9120;1;3;5805;46;1;"M";"No";"High School"
"7688";8290;7;1;0;37;9;"F";"No";"<High School"
"7689";8390;6;2;0;41;10;"F";"No";"High School"
"7690";14500;7;2;0;41;NA;"F";"No";"High School"
"7691";23940;1;1;7861;45;9;"F";"Yes";"<High School"
"7692";11020;4;1;1279,61288049272;42;12;"F";"No";"High School"
"7693";5850;1;1;2598;40;12;"F";"No";"High School"
"7694";14740;1;1;0;51;14;"M";"Yes";"Masters"
"7695";15220;1;1;1187;41;10;"F";"Yes";"Masters"
"7696";21910;7;1;0;47;13;"F";"No";"PhD"
"7697";17230;9;1;1690;54;12;"M";"No";"High School"
"7698";21950;6;1;0;31;9;"M";"Yes";"<High School"
"7699";8640;8;2;3066;34;9;"F";"No";"Masters"
"7700";16230;6;2;0;36;13;"M";"Yes";"High School"
"7701";11890;1;2;0;48;11;"F";"No";"<High School"
"7702";11600;3;2;0;44;11;"M";"Yes";"Bachelors"
"7703";14670;12;2;0;39;15;"M";"Yes";"High School"
"7704";21750;9;1;3857;53;13;"M";"No";"PhD"
"7705";7500;9;1;0;60;0;"F";"Yes";"PhD"
"7706";7760;4;1;0;29;14;"F";"No";"<High School"
"7707";6700;1;1;0;52;7;"F";"No";"High School"
"7708";7080;6;2;0;36;NA;"F";"Yes";"Masters"
"7709";7100;13;2;8441;53;0;"F";"Yes";"High School"
"7710";5730;1;2;0;55;10;"M";"No";"Masters"
"7711";13020;10;1;1436,16761179489;40;16;"F";"Yes";"High School"
"7712";25890;1;1;0;49;15;"M";"No";"Bachelors"
"7713";5100;3;1;0;36;13;"F";"Yes";"<High School"
"7714";14580;4;1;0;57;10;"F";"Yes";"PhD"
"7715";18110;1;1;3751;40;11;"F";"Yes";"High School"
"7716";37960;11;1;0;46;12;"M";"Yes";"PhD"
"7717";9870;1;2;2156;38;NA;"M";"Yes";"High School"
"7718";23340;13;2;0;48;10;"M";"Yes";"High School"
"7719";17050;3;2;0;42;16;"F";"No";"PhD"
"7720";14930;10;1;0;37;7;"F";"No";"Bachelors"
"7721";15180;6;1;0;34;11;"M";"No";"Bachelors"
"7722";20100;1;2;0;34;16;"F";"Yes";"Masters"
"7723";23970;1;1;0;37;12;"M";"No";"Bachelors"
"7724";1500;4;1;0;41;13;"F";"Yes";"Bachelors"
"7725";12320;1;1;0;55;15;"F";"Yes";"Masters"
"7726";22780;1;2;744;35;11;"F";"No";"High School"
"7727";10840;1;1;0;53;10;"M";"No";"<High School"
"7728";6200;6;1;0;47;12;"M";"No";"PhD"
"7729";18830;12;1;0;51;8;"M";"Yes";"Bachelors"
"7730";13070;1;1;0;28;12;"F";"Yes";"Bachelors"
"7731";10740;6;2;0;34;11;"M";"Yes";"High School"
"7732";9810;1;2;0;35;10;"M";"Yes";"Masters"
"7733";20310;3;1;0;49;14;"M";"Yes";"High School"
"7734";10930;9;1;0;47;9;"M";"No";"Bachelors"
"7735";18100;1;1;52489,751432541;58;16;"F";"Yes";"Bachelors"
"7736";21910;6;1;0;53;16;"M";"Yes";"Masters"
"7737";7300;1;1;8116;58;6;"M";"No";"<High School"
"7738";12380;6;1;4892;51;15;"F";"Yes";"High School"
"7739";29640;17;1;0;42;9;"M";"No";"Masters"
"7740";2330;10;1;4021;35;12;"F";"Yes";"High School"
"7741";7550;6;3;0;54;14;"M";"No";"<High School"
"7742";6400;1;2;5454;49;10;"M";"No";"Masters"
"7743";6400;4;2;0;49;10;"M";"No";"Masters"
"7744";12410;6;2;0;44;9;"M";"Yes";"Bachelors"
"7745";8830;4;3;2190;47;10;"F";"No";"Bachelors"
"7746";23900;6;3;0;48;10;"F";"No";"Bachelors"
"7747";3170;1;2;0;29;7;"M";"Yes";"High School"
"7748";16700;9;2;3970;32;8;"M";"Yes";"<High School"
"7749";41440;1;2;4117;57;16;"F";"Yes";"PhD"
"7750";22780;1;1;0;57;19;"F";"Yes";"High School"
"7751";11600;1;1;0;57;11;"M";"Yes";"<High School"
"7752";6400;1;3;0;49;0;"M";"No";"High School"
"7753";7580;6;1;0;44;14;"F";"Yes";"<High School"
"7754";18890;1;1;0;44;8;"F";"Yes";"Masters"
"7755";16210;17;2;0;45;11;"F";"No";"High School"
"7756";6670;7;2;0;46;11;"F";"No";"High School"
"7757";6600;6;1;0;51;4;"F";"No";"High School"
"7758";20220;1;1;0;53;11;"F";"No";"Masters"
"7759";13190;10;1;2649;49;11;"F";"No";"PhD"
"7760";24210;7;1;0;44;11;"M";"No";"Masters"
"7761";25630;4;1;0;37;12;"M";"Yes";"Masters"
"7762";7950;3;1;5226;45;8;"F";"No";"<High School"
"7763";28370;14;1;0;50;12;"M";"No";"PhD"
"7764";8960;1;1;5452;30;NA;"F";"No";"<High School"
"7765";15630;9;1;0;48;10;"M";"Yes";"Masters"
"7766";24120;11;3;1704;53;9;"F";"No";"High School"
"7767";11440;1;1;0;47;2;"F";"No";"PhD"
"7768";25500;4;2;0;45;12;"F";"Yes";"Masters"
"7769";20430;4;2;0;45;12;"F";"Yes";"Masters"
"7770";12140;4;1;0;43;14;"M";"No";"High School"
"7771";6200;18;2;0;47;12;"M";"No";"PhD"
"7772";6200;1;2;0;47;12;"M";"No";"PhD"
"7773";20250;10;1;0;52;16;"M";"Yes";"Bachelors"
"7774";26900;7;1;0;45;9;"F";"No";"Masters"
"7775";11810;1;2;3427;45;13;"F";"No";"Masters"
"7776";16310;1;2;0;45;13;"F";"No";"Masters"
"7777";9640;6;1;0;39;5;"F";"No";"Bachelors"
"7778";10490;1;2;2389;53;13;"M";"No";"Masters"
"7779";22770;11;1;0;55;14;"F";"No";"High School"
"7780";5800;3;1;0;43;0;"M";"Yes";"High School"
"7781";34210;7;3;4570;42;10;"M";"Yes";"High School"
"7782";12160;1;1;6190;39;11;"M";"No";"Bachelors"
"7783";46610;14;1;0;54;10;"M";"No";"PhD"
"7784";12090;6;1;0;48;7;"M";"Yes";"High School"
"7785";13990;4;3;0;46;11;"F";"Yes";"Bachelors"
"7786";16550;10;1;0;48;11;"M";"Yes";"Bachelors"
"7787";27710;3;1;0;54;13;"M";"Yes";"Masters"
"7788";21270;6;1;5386;55;13;"F";"No";"PhD"
"7789";22040;3;1;0;51;10;"M";"No";"PhD"
"7790";11170;1;3;2777;39;11;"F";"Yes";"High School"
"7791";1500;4;3;95,5673171662692;40;NA;"F";"Yes";"High School"
"7792";9200;4;1;50817,9589952366;38;13;"M";"No";"<High School"
"7793";1500;1;1;0;46;0;"F";"Yes";"<High School"
"7794";10650;1;1;5485;54;14;"M";"No";"Masters"
"7795";21970;6;1;3365;60;13;"M";"No";"Bachelors"
"7796";24330;1;1;5992;46;6;"M";"No";"Masters"
"7797";7950;3;1;0;59;16;"M";"Yes";"Bachelors"
"7798";15210;3;3;0;52;11;"F";"No";"High School"
"7799";21030;6;1;0;48;11;"F";"No";"Bachelors"
"7800";5700;3;1;5591;42;14;"F";"No";"PhD"
"7801";8300;4;1;8809,43804656954;42;17;"F";"Yes";"<High School"
"7802";12330;16;1;5505;39;12;"F";"No";"Bachelors"
"7803";11200;1;1;2501;34;10;"F";"No";"Bachelors"
"7804";11490;1;4;0;51;12;"F";"No";"Masters"
"7805";18460;10;4;0;52;12;"F";"No";"Masters"
"7806";14300;7;4;0;52;12;"F";"No";"Masters"
"7807";11250;17;1;5636;37;6;"M";"Yes";"Bachelors"
"7808";13060;4;2;0;43;12;"F";"No";"Bachelors"
"7809";1500;1;1;0;38;13;"F";"Yes";"PhD"
"7810";17200;1;1;1682,19453479307;34;14;"M";"Yes";"Bachelors"
"7811";31180;11;1;0;54;8;"F";"Yes";"PhD"
"7812";17840;3;2;6471;46;6;"M";"Yes";"High School"
"7813";20820;1;2;0;46;6;"M";"Yes";"High School"
"7814";1500;7;2;0;39;12;"M";"Yes";"High School"
"7815";9290;7;2;0;39;12;"M";"Yes";"High School"
"7816";10650;1;1;4617;38;10;"F";"No";"<High School"
"7817";7090;10;1;0;47;12;"F";"Yes";"High School"
"7818";10800;1;2;0;47;11;"F";"Yes";"<High School"
"7819";9160;17;3;9270;50;3;"M";"No";"Bachelors"
"7820";15360;4;3;0;50;3;"M";"No";"Bachelors"
"7821";13730;10;1;0;41;14;"F";"No";"Bachelors"
"7822";21070;1;1;0;47;12;"M";"No";"High School"
"7823";45420;6;1;0;56;18;"F";"Yes";"Bachelors"
"7824";10100;1;1;4857;57;12;"F";"Yes";"High School"
"7825";21440;10;1;0;40;12;"F";"No";"High School"
"7826";11280;7;1;0;39;11;"M";"No";"Bachelors"
"7827";24910;1;1;0;45;8;"M";"Yes";"Bachelors"
"7828";19520;3;1;0;48;7;"M";"No";"Masters"
"7829";1500;6;1;0;50;0;"F";"Yes";"Masters"
"7830";22060;1;2;0;41;8;"M";"No";"Masters"
"7831";5000;6;1;3981;35;8;"F";"No";"Masters"
"7832";22090;1;1;0;40;12;"F";"Yes";"Masters"
"7833";25200;14;5;0;56;12;"M";"Yes";"Masters"
"7834";34720;1;5;0;57;12;"M";"Yes";"Masters"
"7835";12490;4;1;0;40;13;"F";"Yes";"Bachelors"
"7836";29370;6;2;0;54;11;"F";"Yes";"High School"
"7837";16000;17;1;0;40;10;"M";"No";"Bachelors"
"7838";28060;7;2;0;42;NA;"F";"No";"High School"
"7839";28750;1;1;0;47;10;"M";"Yes";"Masters"
"7840";11150;10;1;0;39;13;"M";"No";"Bachelors"
"7841";9440;7;1;0;41;12;"F";"No";"Masters"
"7842";7970;6;1;0;45;16;"M";"Yes";"<High School"
"7843";17480;13;1;0;53;12;"M";"No";"Bachelors"
"7844";28610;6;1;0;48;11;"F";"No";"High School"
"7845";11340;4;2;0;44;0;"F";"Yes";"Masters"
"7846";7620;6;1;0;43;18;"F";"No";"High School"
"7847";21230;6;1;0;40;10;"M";"No";"Masters"
"7848";7960;6;1;0;40;11;"M";"Yes";"<High School"
"7849";21090;6;1;0;50;16;"F";"Yes";"High School"
"7850";7800;13;1;0;57;13;"M";"Yes";"Masters"
"7851";24880;6;1;0;48;13;"M";"No";"PhD"
"7852";9360;1;1;0;56;13;"M";"Yes";"High School"
"7853";12530;3;1;0;43;9;"F";"Yes";"Bachelors"
"7854";8840;4;1;0;35;8;"M";"No";"High School"
"7855";11110;1;2;0;51;10;"M";"Yes";"Bachelors"
"7856";9910;10;1;0;45;15;"F";"Yes";"High School"
"7857";10280;6;1;2615;47;14;"F";"Yes";"High School"
"7858";23460;11;4;0;33;13;"M";"No";"High School"
"7859";6610;4;4;0;33;13;"M";"No";"High School"
"7860";15620;4;3;0;37;12;"F";"No";"Bachelors"
"7861";14020;1;3;0;39;12;"F";"No";"Bachelors"
"7862";7630;6;1;0;38;15;"F";"No";"High School"
"7863";14220;1;4;0;52;10;"F";"Yes";"Masters"
"7864";32390;4;4;0;53;10;"F";"Yes";"Masters"
"7865";39580;13;4;0;55;10;"F";"Yes";"Masters"
"7866";5300;3;4;4218,3931729612;55;10;"F";"Yes";"Masters"
"7867";9550;3;1;0;47;14;"M";"Yes";"High School"
"7868";7700;4;1;16840,1208266984;62;16;"M";"Yes";"<High School"
"7869";15660;1;1;0;51;13;"M";"Yes";"Bachelors"
"7870";8390;6;2;6086;36;14;"M";"Yes";"High School"
"7871";9000;6;2;0;36;14;"M";"Yes";"High School"
"7872";24740;6;3;0;44;11;"F";"Yes";"PhD"
"7873";27300;7;3;0;44;11;"F";"Yes";"PhD"
"7874";8140;10;1;0;38;10;"M";"No";"High School"
"7875";5220;7;2;1646;55;12;"M";"No";"<High School"
"7876";14390;6;1;0;33;12;"M";"Yes";"Masters"
"7877";10040;11;1;1107;46;7;"M";"No";"Bachelors"
"7878";5700;6;2;0;42;11;"F";"Yes";"High School"
"7879";15000;1;1;0;41;11;"F";"No";"Bachelors"
"7880";38440;4;1;0;47;9;"M";"No";"Masters"
"7881";15840;6;1;6763;27;9;"F";"No";"<High School"
"7882";12710;1;1;0;40;13;"F";"Yes";"<High School"
"7883";7940;6;1;2927;18;14;"F";"Yes";"High School"
"7884";13570;7;3;0;54;0;"F";"Yes";"High School"
"7885";7770;10;3;0;55;0;"M";"Yes";"High School"
"7886";23170;3;2;0;43;15;"F";"Yes";"<High School"
"7887";9430;6;2;5021;48;9;"F";"No";"Bachelors"
"7888";9950;4;1;0;37;10;"M";"Yes";"High School"
"7889";20550;1;1;0;44;5;"M";"Yes";"<High School"
"7890";18700;6;1;0;47;8;"F";"Yes";"Bachelors"
"7891";19070;4;1;0;46;12;"F";"No";"High School"
"7892";13700;4;2;0;45;12;"M";"Yes";"Masters"
"7893";8370;10;2;0;36;10;"M";"Yes";"High School"
"7894";2690;1;2;0;36;10;"M";"Yes";"High School"
"7895";17470;4;4;0;35;NA;"M";"Yes";"Bachelors"
"7896";16880;10;1;3762;41;13;"F";"No";"Bachelors"
"7897";21460;7;1;0;50;11;"M";"Yes";"High School"
"7898";30930;1;1;0;44;14;"F";"Yes";"PhD"
"7899";20430;1;1;0;43;NA;"M";"No";"<High School"
"7900";6200;1;1;5899;47;0;"F";"No";"Masters"
"7901";18700;1;1;4970;50;14;"F";"Yes";"Bachelors"
"7902";7700;1;1;5179;37;12;"M";"No";"Bachelors"
"7903";22000;3;1;0;44;8;"M";"Yes";"Masters"
"7904";13800;7;2;0;36;11;"M";"Yes";"Masters"
"7905";28700;1;2;0;37;11;"M";"Yes";"Masters"
"7906";6500;7;1;0;50;0;"F";"No";"High School"
"7907";27300;4;1;0;53;12;"M";"No";"PhD"
"7908";12230;7;1;0;46;11;"M";"Yes";"Bachelors"
"7909";8620;1;1;5800;44;NA;"M";"No";"<High School"
"7910";18510;6;1;0;57;8;"M";"Yes";"PhD"
"7911";16840;10;1;0;50;13;"F";"Yes";"High School"
"7912";21890;4;1;0;41;NA;"M";"No";"Masters"
"7913";16160;1;1;0;55;0;"F";"Yes";"High School"
"7914";11000;4;2;0;49;11;"M";"Yes";"PhD"
"7915";13230;4;2;0;51;11;"M";"Yes";"Masters"
"7916";6400;19;2;0;49;NA;"M";"No";"Masters"
"7917";7620;6;2;7558;49;NA;"M";"No";"Masters"
"7918";12750;14;2;0;44;10;"F";"No";"High School"
"7919";9290;1;2;2711;45;10;"F";"No";"High School"
"7920";22950;3;1;0;56;11;"M";"Yes";"Masters"
"7921";12790;6;2;0;45;NA;"F";"Yes";"<High School"
"7922";6480;1;2;0;48;12;"F";"Yes";"<High School"
"7923";13220;4;1;0;45;8;"F";"Yes";"Bachelors"
"7924";21200;11;1;0;28;16;"F";"Yes";"<High School"
"7925";7520;1;2;0;48;9;"F";"Yes";"High School"
"7926";36030;1;1;0;54;12;"M";"Yes";"PhD"
"7927";28590;7;1;0;44;15;"F";"Yes";"High School"
"7928";15870;1;1;0;28;NA;"M";"Yes";"<High School"
"7929";25410;1;1;0;34;11;"F";"No";"Bachelors"
"7930";6400;9;1;0;49;0;"F";"Yes";"Masters"
"7931";5200;1;1;0;37;NA;"M";"Yes";"<High School"
"7932";6520;1;2;0;34;15;"F";"No";"<High School"
"7933";13490;1;2;0;35;14;"F";"No";"<High School"
"7934";11730;1;1;1882;32;NA;"F";"Yes";"High School"
"7935";10520;3;2;0;40;9;"M";"No";"Masters"
"7936";9480;4;1;0;43;14;"M";"Yes";"<High School"
"7937";26360;17;1;0;62;12;"F";"Yes";"PhD"
"7938";17960;4;4;0;43;8;"F";"No";"Masters"
"7939";23500;4;1;0;37;9;"M";"No";"Masters"
"7940";21250;4;2;0;66;15;"F";"Yes";"Masters"
"7941";12390;6;2;0;53;2;"F";"No";"Masters"
"7942";25080;7;2;0;54;2;"F";"No";"PhD"
"7943";5400;1;3;0;38;12;"M";"Yes";"<High School"
"7944";8790;1;3;3725;41;12;"M";"Yes";"High School"
"7945";12360;1;1;0;36;0;"M";"Yes";"High School"
"7946";9180;1;1;0;42;12;"M";"No";"High School"
"7947";6330;4;1;1589;37;12;"M";"No";"<High School"
"7948";31000;1;1;3237;49;13;"M";"Yes";"PhD"
"7949";29990;1;2;0;51;11;"M";"Yes";"Bachelors"
"7950";8970;1;2;0;51;11;"M";"Yes";"Bachelors"
"7951";18390;10;1;0;52;16;"M";"Yes";"High School"
"7952";3680;7;2;0;27;12;"F";"No";"<High School"
"7953";6130;9;2;3096;30;0;"F";"No";"<High School"
"7954";40750;1;1;0;55;13;"F";"No";"Bachelors"
"7955";12000;3;2;0;49;7;"F";"Yes";"Masters"
"7956";12190;1;1;0;47;10;"F";"No";"High School"
"7957";24660;7;1;5901;41;12;"M";"No";"Bachelors"
"7958";62240;3;1;4104;60;12;"F";"No";"PhD"
"7959";19660;1;1;0;54;13;"M";"Yes";"Bachelors"
"7960";17280;1;1;0;52;12;"F";"Yes";"Bachelors"
"7961";11810;10;1;0;60;NA;"F";"Yes";"High School"
"7962";12780;1;5;0;46;12;"M";"No";"<High School"
"7963";9640;10;5;0;49;12;"M";"No";"High School"
"7964";14870;1;5;0;50;0;"M";"No";"High School"
"7965";25940;6;1;0;26;0;"F";"No";"Bachelors"
"7966";7100;6;1;0;43;12;"F";"Yes";"<High School"
"7967";17710;4;1;5900;40;14;"M";"Yes";"<High School"
"7968";9970;10;1;0;36;11;"F";"No";"<High School"
"7969";11590;11;1;0;55;8;"F";"Yes";"High School"
"7970";5500;4;3;0;40;0;"F";"No";"Bachelors"
"7971";5500;1;3;1995;40;0;"F";"No";"Bachelors"
"7972";6900;1;1;0;54;15;"F";"Yes";"Masters"
"7973";16080;13;2;0;46;10;"F";"No";"Bachelors"
"7974";6100;6;1;0;36;11;"M";"Yes";"Masters"
"7975";20630;1;1;0;40;11;"F";"No";"PhD"
"7976";14530;7;1;0;52;11;"F";"No";"Bachelors"
"7977";7590;7;1;0;50;11;"F";"No";"PhD"
"7978";16650;10;2;17617,9791800902;39;NA;"M";"No";"Masters"
"7979";6400;4;2;3921;49;12;"M";"Yes";"Bachelors"
"7980";1500;4;1;0;42;10;"M";"Yes";"Bachelors"
"7981";12080;6;1;0;46;9;"M";"Yes";"Masters"
"7982";25540;6;2;0;63;9;"M";"Yes";"Masters"
"7983";13790;6;2;0;63;9;"M";"Yes";"Masters"
"7984";13390;4;2;4896;51;12;"F";"Yes";"PhD"
"7985";22050;5;2;0;52;12;"F";"Yes";"PhD"
"7986";25620;1;4;0;61;8;"F";"No";"High School"
"7987";29100;1;1;6916;44;NA;"M";"No";"PhD"
"7988";11880;1;1;2058;51;12;"M";"No";"Bachelors"
"7989";6100;1;2;6195;45;4;"F";"No";"High School"
"7990";19450;6;2;0;46;8;"M";"Yes";"Bachelors"
"7991";10830;6;3;14811,0980089533;42;14;"M";"Yes";"Bachelors"
"7992";37510;1;1;0;44;10;"F";"Yes";"Bachelors"
"7993";15820;13;1;0;52;11;"F";"Yes";"High School"
"7994";5010;6;1;0;64;7;"F";"No";"Masters"
"7995";1500;9;1;0;51;0;"M";"Yes";"<High School"
"7996";18040;7;1;6457,38104955859;39;14;"M";"Yes";"High School"
"7997";9610;6;2;3667;22;11;"M";"No";"<High School"
"7998";6400;6;2;0;49;0;"F";"No";"Bachelors"
"7999";11050;6;2;0;50;0;"F";"No";"Bachelors"
"8000";15220;4;2;0;37;10;"M";"No";"Masters"
"8001";15360;13;1;2401;43;NA;"M";"No";"High School"
"8002";1500;1;3;3079;52;0;"F";"Yes";"High School"
"8003";12530;6;3;13003,1546998301;53;0;"F";"Yes";"High School"
"8004";40100;7;3;5725;53;0;"F";"Yes";"High School"
"8005";23600;1;2;0;60;13;"M";"Yes";"High School"
"8006";24380;7;1;3760;48;10;"M";"No";"Masters"
"8007";19720;3;1;0;30;12;"M";"No";"High School"
"8008";13160;5;3;0;49;13;"F";"Yes";"<High School"
"8009";5100;4;4;0;34;12;"F";"Yes";"High School"
"8010";20890;11;4;0;35;12;"F";"Yes";"High School"
"8011";8220;1;4;0;36;12;"F";"Yes";"<High School"
"8012";21430;7;4;0;36;12;"F";"Yes";"<High School"
"8013";10750;7;1;0;45;10;"M";"No";"<High School"
"8014";21740;3;1;0;43;9;"M";"Yes";"Bachelors"
"8015";13160;13;2;0;43;11;"F";"Yes";"High School"
"8016";5800;1;2;1143,85484502873;43;11;"F";"Yes";"High School"
"8017";18540;16;1;0;55;16;"F";"No";"Masters"
"8018";8780;1;1;0;54;NA;"F";"Yes";"<High School"
"8019";6690;11;2;0;42;15;"F";"Yes";"High School"
"8020";18800;8;2;3693;42;15;"F";"Yes";"High School"
"8021";7050;6;1;0;42;12;"F";"Yes";"<High School"
"8022";16000;16;1;0;53;0;"F";"Yes";"Bachelors"
"8023";25420;7;1;0;53;15;"F";"Yes";"Masters"
"8024";10450;4;1;5216,14417991218;39;9;"M";"Yes";"High School"
"8025";13910;4;1;0;30;11;"M";"No";"Masters"
"8026";29850;1;1;0;36;13;"M";"No";"Bachelors"
"8027";17010;6;1;0;45;15;"F";"Yes";"Masters"
"8028";31010;6;1;0;45;14;"F";"No";"<High School"
"8029";14010;5;1;2982;33;12;"F";"No";"Bachelors"
"8030";1500;4;1;0;44;14;"F";"Yes";"<High School"
"8031";13520;4;1;5636,5045382624;22;0;"F";"No";"High School"
"8032";20360;3;3;0;38;NA;"F";"Yes";"High School"
"8033";35810;1;1;0;66;11;"F";"Yes";"PhD"
"8034";10370;6;1;0;39;12;"M";"Yes";"Bachelors"
"8035";21100;13;2;0;49;12;"F";"Yes";"High School"
"8036";19940;6;2;0;49;12;"F";"Yes";"High School"
"8037";9260;1;1;0;44;11;"F";"No";"High School"
"8038";33990;4;1;0;49;13;"M";"Yes";"<High School"
"8039";5470;4;2;7840,84683298315;36;13;"F";"No";"Bachelors"
"8040";23610;1;1;0;39;14;"M";"Yes";"Bachelors"
"8041";24070;10;1;0;45;0;"M";"No";"Bachelors"
"8042";11230;7;1;6452;48;9;"F";"Yes";"High School"
"8043";17990;10;3;0;50;NA;"F";"Yes";"PhD"
"8044";18930;6;1;6477;40;11;"M";"No";"High School"
"8045";7510;5;1;0;37;0;"F";"Yes";"High School"
"8046";33960;4;1;315,834189765858;36;16;"F";"Yes";"<High School"
"8047";12420;4;2;0;59;12;"M";"No";"Bachelors"
"8048";13970;13;1;0;53;11;"M";"No";"High School"
"8049";16860;6;1;0;41;NA;"F";"Yes";"<High School"
"8050";13550;10;1;16798,0626036559;42;12;"F";"Yes";"<High School"
"8051";11890;4;2;0;46;14;"M";"Yes";"High School"
"8052";18370;17;1;0;48;13;"F";"Yes";"PhD"
"8053";18690;7;2;53796,1954778654;54;11;"F";"No";"High School"
"8054";16990;6;3;0;67;5;"F";"No";"PhD"
"8055";13520;1;2;0;52;17;"M";"Yes";"Masters"
"8056";22030;3;1;0;57;13;"F";"Yes";"Masters"
"8057";11620;4;1;0;56;14;"M";"Yes";"PhD"
"8058";13800;6;1;3752;56;15;"F";"Yes";"PhD"
"8059";8630;1;1;0;40;12;"M";"No";"High School"
"8060";12140;1;1;0;46;9;"M";"Yes";"High School"
"8061";20940;17;1;0;50;NA;"M";"Yes";"Masters"
"8062";15250;10;1;0;45;15;"F";"Yes";"<High School"
"8063";14960;6;1;0;36;12;"F";"Yes";"Masters"
"8064";12790;1;1;0;43;11;"M";"No";"High School"
"8065";28090;1;1;2782;37;11;"F";"No";"High School"
"8066";11160;13;1;7463;51;10;"F";"Yes";"Bachelors"
"8067";5000;19;1;0;35;15;"M";"Yes";"High School"
"8068";28390;10;1;0;52;15;"F";"Yes";"High School"
"8069";5820;1;1;0;33;12;"F";"Yes";"Bachelors"
"8070";6010;10;2;0;45;12;"F";"Yes";"High School"
"8071";15600;1;2;0;50;14;"M";"Yes";"Bachelors"
"8072";35340;10;2;0;50;14;"M";"Yes";"Bachelors"
"8073";14990;4;2;196,146818541528;38;17;"M";"Yes";"High School"
"8074";5620;1;2;4102;38;17;"M";"Yes";"High School"
"8075";6000;10;1;0;45;0;"F";"Yes";"Bachelors"
"8076";25380;1;1;0;57;14;"M";"Yes";"PhD"
"8077";15590;1;2;0;49;12;"M";"Yes";"Bachelors"
"8078";27540;1;1;4059;46;5;"M";"No";"PhD"
"8079";21190;4;2;0;53;15;"M";"Yes";"Masters"
"8080";19490;10;1;0;50;12;"F";"Yes";"High School"
"8081";14330;10;1;3918;60;13;"M";"No";"PhD"
"8082";2250;1;2;0;48;7;"F";"Yes";"Masters"
"8083";11290;4;2;0;50;7;"F";"Yes";"Masters"
"8084";17380;10;2;0;35;15;"F";"Yes";"<High School"
"8085";9280;1;3;0;32;11;"F";"Yes";"<High School"
"8086";6230;6;3;0;33;11;"F";"Yes";"<High School"
"8087";11580;9;3;0;35;0;"F";"No";"High School"
"8088";30860;1;1;0;53;12;"M";"Yes";"Masters"
"8089";13760;7;1;0;35;10;"F";"Yes";"High School"
"8090";1500;3;1;0;43;15;"M";"Yes";"High School"
"8091";11260;4;1;4566;38;10;"M";"No";"Bachelors"
"8092";9360;1;2;2444;22;10;"M";"No";"High School"
"8093";19510;3;2;0;48;11;"F";"Yes";"PhD"
"8094";18110;1;1;107586,136156019;51;NA;"M";"Yes";"Bachelors"
"8095";15180;3;1;0;37;15;"M";"No";"Masters"
